"locus"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"PROKKA_00001_igtop"	141.387316691456	0.0987923647846264	0.191076353058709	0.517077699092876	0.605101920505172	0.998745989301705
"PROKKA_00001_igbot"	10.8290162545568	-0.0469209480969573	0.208579440350824	-0.224942859037696	0.822023726878546	0.998745989301705
"PROKKA_00001_sense"	881.455611787221	0.003583991119193	0.156503835774653	0.0229005376676898	0.981729611512213	0.998745989301705
"PROKKA_00001_antis"	19.0400688396259	0.310805210164303	0.221735296411621	1.40107495862431	0.161191658968716	0.97803947685988
"PROKKA_00002_igtop"	21.1064696075533	0.295771228670075	0.221852957932716	1.33234185690343	0.182747878707888	0.995589173802368
"PROKKA_00002_sense"	685.515637623459	-0.0150192198039134	0.156659200793477	-0.095872660737741	0.923621708107796	0.998745989301705
"PROKKA_00002_antis"	7.20882982056291	0.250963448288497	0.201050497213053	1.25106377904166	0.210911209117451	0.998745989301705
"PROKKA_00003_igtop"	2.19311439593571	-0.192366645333795	0.127814796579812	-1.59286079099101	0.111191423929403	NA
"PROKKA_00003_sense"	1738.23112911573	-0.129703066522364	0.183422709349709	-0.707143092090977	0.4794775591304	0.998745989301705
"PROKKA_00003_antis"	10.0507794073794	0.15724252760509	0.210787047213843	0.746999787774735	0.455063688940178	0.998745989301705
"PROKKA_00004_sense"	968.392114143169	-0.0957424427764782	0.159217242057929	-0.60134039813673	0.547613287613767	0.998745989301705
"PROKKA_00004_antis"	61.6519044897137	0.146204034556158	0.212431344014762	0.688113459704162	0.491381335122302	0.998745989301705
"PROKKA_00005_sense"	84.0649007976017	0.187989931892618	0.2026777558089	0.927584529566843	0.353623125644682	0.998745989301705
"PROKKA_00005_antis"	12.5726609917132	-0.241728185737966	0.217523621735323	-1.11174892008305	0.266246119703056	0.998745989301705
"PROKKA_00006_igbot"	5.43111069551379	-0.0349841926394454	0.188438009842536	-0.185734914581053	0.852652646818364	NA
"PROKKA_00006_sense"	118.447918902941	0.183942408522491	0.18702382505338	0.98336229079846	0.325429162593279	0.998745989301705
"PROKKA_00006_antis"	9.49607129541501	0.306021802995549	0.207401224128719	1.47965216425341	0.138966097699594	0.951060631658852
"PROKKA_00007_igtop"	5.94719596313036	0.181800180318145	0.187233464225933	0.972919427639482	0.330593348508073	NA
