locus	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene	product	locusNumber
PROKKA_00011_igtop	62.5776744981689	-1.16523630949564	0.35563488716684	-3.27649606814022	0.00105103776117376	0.0176908132807016	n/a	2-OH-lauroyltransferase	PROKKA_00011
PROKKA_00044_igbot	685.808911620452	-1.12090027129337	0.363304548197726	-3.08529105086602	0.00203353051519135	0.0287405646147044	n/a	transposase-like protein	PROKKA_00044
PROKKA_00050_igtop	173.679285936999	-1.39250036453661	0.323483455128158	-4.30470350944201	1.67209521567419e-05	0.000712360564610671	n/a	putative lipoprotein	PROKKA_00050
PROKKA_00050_sense	303.900862461122	-0.813736624649347	0.262483437359768	-3.10014465230435	0.00193426153250278	0.0275830010143794	n/a	putative lipoprotein	PROKKA_00050
PROKKA_00051_sense	40.7758098380286	-1.31515651829163	0.40049805182028	-3.28380253615265	0.00102416653924246	0.0175032223904316	n/a	putative lipoprotein	PROKKA_00051
PROKKA_00087_igtop	1571.03260176427	1.0561060688863	0.276102907182931	3.825045087941	0.000130748155357764	0.00352782295547131	tssA1_1	TssA1	PROKKA_00087
PROKKA_00290_sense	44.9019477024046	-1.49720916664802	0.388130921669008	-3.85748489249412	0.000114559757576371	0.00317769495781933	sbp	sulfate-binding protein precursor	PROKKA_00290
PROKKA_00325_sense	127.489671201841	-1.56524463855054	0.276281074348955	-5.66540665964535	1.46676252944613e-08	1.78904843317648e-06	n/a	ATPase	PROKKA_00325
PROKKA_00499_igbot	165.780064957466	-1.05503590997226	0.298292101784414	-3.53692204272565	0.000404819137575244	0.00858137565776319	n/a	putative acetyltransferase	PROKKA_00499
PROKKA_00524_sense	12.6033028075315	2.73059110249746	0.857938739440668	3.18273435732447	0.00145891395941268	0.02271008722834	nirF_1	heme d1 biosynthesis protein NirF	PROKKA_00524
PROKKA_00562_sense	20.2174849494393	2.0234689478155	0.636966113327496	3.17672935102457	0.00148945965527981	0.0228680359618377	gbcB_1	GbcB	PROKKA_00562
PROKKA_00580_sense	277.828878779655	-1.40625522881608	0.307834680809889	-4.5682157225311	4.91893634929437e-06	0.000272038566795758	yhaI	Inner membrane protein YhaI	PROKKA_00580
PROKKA_00592_igbot	123.689114132267	-1.36507171595572	0.328985418776397	-4.14933804979217	3.33438091384242e-05	0.00126337564497246	n/a	tRNA-Met	PROKKA_00592
PROKKA_00597_sense	2971.64681634098	-0.886928956466331	0.251042013913108	-3.53299012639899	0.000410887816817669	0.00864545945034818	rpsU	30S ribosomal protein S21	PROKKA_00597
PROKKA_00598_igbot	4741.6925188439	-1.64547284065103	0.31566699345975	-5.21268575664638	1.86126037828553e-07	1.57834880078613e-05	gcp_1	O-sialoglycoprotein endopeptidase	PROKKA_00598
PROKKA_00633_sense	19.9638171692032	-1.68128350179639	0.503841800776302	-3.33692738317052	0.000847100776892947	0.0150048802508838	n/a	putative holin	PROKKA_00633
PROKKA_00635_sense	36.0092569797503	-2.26220045535439	0.472885447867897	-4.78382336685131	1.71991837777479e-06	0.000109386808826476	n/a	putative baseplate assembly protein V	PROKKA_00635
PROKKA_00636_igtop	8.83074722475559	-2.94498974218213	0.855615817109668	-3.44195336655945	0.000577529801718142	0.0109622886036697	n/a	putative bacteriophage protein	PROKKA_00636
PROKKA_00636_sense	38.8642541416624	-2.33051336539487	0.449233052374256	-5.18776023508912	2.12838384509535e-07	1.7878424298801e-05	n/a	putative bacteriophage protein	PROKKA_00636
PROKKA_00637_sense	35.512211556362	-2.11052831674175	0.441560751875089	-4.77970088550531	1.7555618286313e-06	0.0001108618618591	n/a	putative bacteriophage protein	PROKKA_00637
PROKKA_00638_sense	20.7512979158192	-2.40783272131162	0.55001970753661	-4.37772081312441	1.19926835010741e-05	0.000547604378941354	n/a	putative bacteriophage protein	PROKKA_00638
PROKKA_00639_sense	347.015726691487	-1.71158118138841	0.270185528361493	-6.3348366278834	2.37592891252676e-10	4.91983047375308e-08	n/a	putative bacteriophage protein	PROKKA_00639
PROKKA_00640_sense	54.3341954018996	-2.23383813141231	0.371345936601497	-6.01551790725398	1.79312478307833e-09	2.77089977667186e-07	n/a	prophage tail fimber assembly protein	PROKKA_00640
PROKKA_00641_sense	155.132557596503	-2.55959642551378	0.329908136430983	-7.75851257627062	8.59312240363658e-15	1.05305893079213e-11	n/a	putative bacteriophage protein	PROKKA_00641
PROKKA_00642_sense	68.8198888903936	-2.08168706563806	0.370975572320515	-5.61138581879328	2.00712704108942e-08	2.35150778603424e-06	n/a	putative bacteriophage protein	PROKKA_00642
PROKKA_00643_sense	34.8816009448632	-2.91662921847214	0.472132554112037	-6.17756431550793	6.50980598417102e-10	1.15998546066424e-07	n/a	hypothetical protein	PROKKA_00643
PROKKA_00644_igtop	37.0840533310807	-2.20674720124385	0.422881153422709	-5.21836261413616	1.805117994151e-07	1.57744882707962e-05	n/a	putative tail length determinator protein	PROKKA_00644
PROKKA_00644_sense	167.776074526115	-2.11815487739014	0.309339025863751	-6.84735743081793	7.52265992662335e-12	2.9122506081154e-09	n/a	putative tail length determinator protein	PROKKA_00644
PROKKA_00645_sense	24.9591253166433	-2.01835587531128	0.500421030866237	-4.03331545002709	5.499537444601e-05	0.00185545404515269	n/a	putative tail formation protein	PROKKA_00645
PROKKA_00647_sense	89.6126818856633	-1.94527808868278	0.351286887028988	-5.53757672293147	3.06685359214894e-08	3.330154193231e-06	n/a	putative phage late control gene D protein	PROKKA_00647
PROKKA_00648_igtop	9.9599640315683	-2.69852714394115	0.813550899819351	-3.31697395275496	0.000909980997241533	0.0158871976459581	n/a	putative lytic enzyme	PROKKA_00648
PROKKA_00679_sense	6803.84015483588	-1.17772851647892	0.299974546119768	-3.92609483608887	8.63361268788101e-05	0.00254548633685075	n/a	tRNA-Tyr	PROKKA_00679
PROKKA_00681_sense	694.808814472334	-1.84073314415001	0.39193294810473	-4.69655116532367	2.64590979795396e-06	0.00015918365433096	n/a	tRNA-Thr	PROKKA_00681
PROKKA_00683_sense	1002.68973726033	-1.62807561586225	0.292035633731978	-5.574921098007	2.47642080954908e-08	2.82380468427865e-06	n/a	tRNA-Trp	PROKKA_00683
PROKKA_00686_igtop	1842.61527422238	-0.80606992522548	0.271794766694002	-2.96573011699297	0.00301965346412335	0.0388540382146739	rplK	50S ribosomal protein L11	PROKKA_00686
PROKKA_00700_igtop	1185.08819264752	-0.778698003814009	0.249490681702421	-3.12115065180189	0.00180145849465141	0.0266006408563451	rplC	50S ribosomal protein L3	PROKKA_00700
PROKKA_00706_igtop	229.992535194572	-1.07904731413544	0.326651789793114	-3.3033565033238	0.000955348495737206	0.0165251765408393	rpsC	30S ribosomal protein S3	PROKKA_00706
PROKKA_00714_igtop	38682.4456456664	-0.972724333807154	0.226584112215619	-4.29299443944022	1.76279422814374e-05	0.000733454196607095	rpsH	30S ribosomal protein S8	PROKKA_00714
PROKKA_00794_sense	80.9433598309935	-4.17297955987243	1.06483914383441	-3.91888256929193	8.89604410462948e-05	0.00261420385173666	fpvB	second ferric pyoverdine receptor FpvB	PROKKA_00794
PROKKA_00824_igtop	140.168442598008	-1.93387378418795	0.392460311296872	-4.92756523022042	8.32606310306167e-07	5.74691983485745e-05	n/a	Integrase	PROKKA_00824
PROKKA_01051_sense	142.696782303805	-1.18702889325431	0.335480379349727	-3.53829602659676	0.000402718290891701	0.0085784776605256	n/a	globin	PROKKA_01051
PROKKA_01119_sense	24.6273631202806	-2.14460852876051	0.63926912462447	-3.35478196294921	0.000794275614715996	0.0142012652076932	fecA_1	Fe(III) dicitrate transport protein FecA	PROKKA_01119
PROKKA_01144_sense	18.6147566369245	2.04326594580759	0.59773411549273	3.41835256320156	0.000630014403972241	0.01173566580119	narL_1	two-component response regulator NarL	PROKKA_01144
PROKKA_01145_sense	71.147860134839	1.33930091184985	0.414400959708808	3.23189626006405	0.00122971691247114	0.0198436031995145	narX	two-component sensor NarX	PROKKA_01145
PROKKA_01148_sense	169.609241455369	5.33374403594092	1.37761493985573	3.87172342693924	0.000108068534528512	0.0030644657052289	narG	respiratory nitrate reductase alpha chain	PROKKA_01148
PROKKA_01213_igtop	378.206443988223	-1.07391521692909	0.271796235451337	-3.95117767229477	7.7767561167853e-05	0.00240952713403089	ndk	nucleoside diphosphate kinase	PROKKA_01213
PROKKA_01251_igtop	302.576914187306	-0.980217212432969	0.323038452564344	-3.03436697598013	0.00241041028905252	0.032440386060813	guaB	inosine-5'-monophosphate dehydrogenase	PROKKA_01251
