"locus"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"PROKKA_00001_igtop"	121.286919244677	0.29819094696435	0.252476958730665	1.18113079832766	0.237550766766007	0.865992423369462
"PROKKA_00001_igbot"	10.6055540490012	-0.101882097709237	0.320913266267114	-0.317607596577797	0.750782611068699	0.99042735764765
"PROKKA_00001_sense"	643.11671994238	0.148704265662537	0.218550800608287	0.680426946788805	0.496234163503528	0.967872460112788
"PROKKA_00001_antis"	15.2622096425993	-0.44788433827428	0.318926080407635	-1.40754877272663	0.159264725472203	0.790257961028055
"PROKKA_00002_igtop"	17.4518671151333	0.479182068477506	0.31648695406685	1.51217004629378	0.130490609012678	0.751335230132474
"PROKKA_00002_sense"	521.209508427769	0.177422560329729	0.216777196139212	0.818473355049088	0.413086950436836	0.951702112404381
"PROKKA_00002_antis"	7.42044054710194	-0.00852232392121501	0.317756727660913	-0.0268140385710957	0.978608056083855	0.997690312844307
"PROKKA_00003_igtop"	2.0242352483498	-0.0761769683342899	0.246874804437482	-0.310126938775462	0.75646442731975	NA
"PROKKA_00003_sense"	1250.56987865524	0.159167689512987	0.223806316821928	0.711202932890031	0.476958491397157	0.967259102845676
"PROKKA_00003_antis"	10.4601069354178	-0.344294856518977	0.320982106453379	-1.07416798213027	0.2827473997777	0.894657188515093
"PROKKA_00004_sense"	892.428215256286	0.240728272260604	0.226592585309534	1.062420121566	0.288045003091661	0.895531078621961
"PROKKA_00004_antis"	65.1306172082918	-0.113948257786142	0.264928236936671	-0.430180253624032	0.667064524883887	0.986053833939652
"PROKKA_00005_sense"	73.0693662745004	-0.0350284339998346	0.267319624564876	-0.131104822728116	0.895692386110388	0.997031032297927
"PROKKA_00005_antis"	5.18361537576403	-0.026806104253179	0.310217674272634	-0.0864468758324985	0.931111184844434	NA
"PROKKA_00006_igbot"	3.74214628409164	-0.136261896381218	0.29203684007915	-0.469012458702997	0.639060730736152	NA
"PROKKA_00006_sense"	96.8894048304893	-0.314551762721183	0.257125363166708	-1.2235393207508	0.22112606218625	0.855867878583989
"PROKKA_00006_antis"	11.9888046667018	-0.213435971722642	0.319133237498929	-0.668885246288607	0.503568682303838	0.96851516032602
"PROKKA_00007_igtop"	8.41600113167784	-0.284169502721895	0.318829146228295	-0.887210975778428	0.374965324291264	0.938853868766148
"PROKKA_00007_sense"	4.35489180384863	0.146571749775352	0.300905526777618	0.485889016147859	0.627045856433364	NA
"PROKKA_00007_antis"	7.78138076288701	0.271351408333454	0.319260619411299	0.850963602010784	0.394789572077301	0.945880872314762
"PROKKA_00008_sense"	251.370734513295	0.277368502878405	0.219618198166017	1.26284063948936	0.206646456408737	0.843572018666166
"PROKKA_00008_antis"	5.05428824578364	-0.26211384061959	0.302429592460167	-0.87189402853609	0.383266191651428	NA
"PROKKA_00009_sense"	227.047126751405	0.236785597005561	0.234694839527443	1.00897720440968	0.312985566759972	0.91066624379381
"PROKKA_00009_antis"	2.73332726426198	-0.101387981936336	0.274067491698017	-0.372481578723731	0.709534324938475	NA
"PROKKA_00010_igtop"	7.35432393361506	-0.104279990187728	0.319415094540173	-0.326635450473634	0.74394362735161	0.99042735764765
"PROKKA_00010_sense"	22.5121272493038	0.00707745265814971	0.305833663019032	0.0231660123858282	0.981517849514632	0.998125006130868
"PROKKA_00011_igtop"	42.8454631311695	0.0214602659411766	0.28869147111456	0.0743831029589193	0.940705553439534	0.997031032297927
"PROKKA_00011_sense"	326.937282685605	0.27396770746346	0.221763425909603	1.23530736138934	0.216716135082653	0.851325432336812
"PROKKA_00011_antis"	24.1944817815115	-0.59643119544176	0.308105277346119	-1.93647383097673	0.0528096946086426	0.543951138591799
"PROKKA_00012_igtop"	78.4687575102454	-0.0135943207108317	0.279525611735075	-0.0486027076545322	0.961235912120946	0.997031032297927
"PROKKA_00012_sense"	35.9648615560355	-0.619735052472187	0.28234352421267	-2.19364900011435	0.0282606528731701	0.420759424989675
"PROKKA_00012_antis"	3.40462398836667	-0.484745908380434	0.285839630692489	-1.71310747961364	0.0866927682552278	NA
"PROKKA_00013_igtop"	5.32722178595968	0.226208571629971	0.303489493622727	0.753083934969086	0.451399477533249	NA
"PROKKA_00013_sense"	34.0238338000984	0.14751303542013	0.294005738013203	0.501834966507129	0.615783614549407	0.980842662885179
"PROKKA_00013_antis"	12.3775415829732	0.226424258675915	0.319014934569831	0.707809054620596	0.479063842675322	0.967259102845676
"PROKKA_00014_sense"	5.27089483591561	0.1265807689104	0.309352538651991	0.410092339185961	0.681738212186678	NA
"PROKKA_00014_antis"	3.13150226925936	-0.136466152520126	0.283838333175064	-0.480989277184201	0.630524119698744	NA
"PROKKA_00015_igtop"	7.49082056372064	0.33179005467537	0.318164282840306	1.03894607742252	0.298829815130803	0.900642603911699
"PROKKA_00015_igbot"	12.7796238309107	0.0841045344947747	0.319653410584192	0.263261569596108	0.792348978188862	0.993812860669009
"PROKKA_00015_sense"	10.9798628413657	0.304287140305417	0.320980863080293	0.947192890158319	0.343540497640942	0.923166038903624
"PROKKA_00016_igbot"	15.461462185576	-0.132654889903662	0.31495849242822	-0.42201542663998	0.67301375741906	0.986053833939652
"PROKKA_00016_sense"	137.350558284933	-0.0235131586326084	0.234218161153254	-0.100392602768837	0.920032642233901	0.997031032297927
"PROKKA_00016_antis"	4.181794673501	-0.224129273259044	0.298285813819451	-0.756554616219861	0.449316739765834	NA
"PROKKA_00017_sense"	33.230407684238	0.194480149707591	0.29171572585723	0.666427018076032	0.505138197852548	0.96894350429005
"PROKKA_00018_sense"	43.6646092400232	0.242589290100526	0.294834743802415	0.822955326208174	0.410533398515741	0.950924862531917
"PROKKA_00019_igbot"	4.56946617725169	0.21149674289579	0.297641905687721	0.706428691362757	0.479921583539889	NA
"PROKKA_00019_sense"	605.269527104923	0.19295458798469	0.223478933411267	0.863380616280403	0.387928233287531	0.943815486063781
"PROKKA_00019_antis"	7.70871302980826	0.183208075414119	0.319496713111544	0.574794531762415	0.565430265408885	0.970262737107923
"PROKKA_00020_igtop"	125.032221298854	-0.210914960143464	0.25812612124882	-0.817265985889605	0.413776440476525	0.951702112404381
"PROKKA_00020_igbot"	228.689051918489	-0.423687442713632	0.231005751752909	-1.83415247193861	0.0666313642652306	0.600772401827218
"PROKKA_00020_sense"	292.453890577166	-0.0693370412601927	0.218164297708307	-0.317821922004301	0.75062002087986	0.99042735764765
"PROKKA_00020_antis"	2.64786057695975	-0.18287513288829	0.273612900698244	-0.668103480780884	0.504067540115991	NA
"PROKKA_00022_igtop"	52.0055026587066	0.0401961139303187	0.286093694703921	0.140640153857028	0.888154225295551	0.997031032297927
"PROKKA_00022_sense"	11.8860093253371	0.0135085476138285	0.320866888136582	0.0422178394758583	0.966325041393239	0.997031032297927
"PROKKA_00022_antis"	7.46811923325692	0.131739200911828	0.319338697575814	0.41212866782608	0.680245117284946	0.986795542543509
"PROKKA_00023_sense"	17.2958510785188	0.213141729400329	0.316605743458824	0.670917521971008	0.502273073360363	0.96851516032602
"PROKKA_00023_antis"	5.54289109234173	0.242572956680187	0.306953274645093	0.793028701348231	0.427761100920816	NA
"PROKKA_00024_igtop"	11.502988475267	0.137631880836546	0.320648908796409	0.429573134480368	0.667506183270991	0.986053833939652
"PROKKA_00024_sense"	130.727147498416	0.429123774079549	0.250319424665532	1.7130615731945	0.0867012124931669	0.661826120068585
"PROKKA_00024_antis"	7.3359702743052	-0.250001978102335	0.319175856090144	-0.783926580253321	0.433083192181017	0.960275721914636
"PROKKA_00025_igtop"	3.38456693380407	0.202799736295269	0.271286799314425	0.758293154373115	0.448275504523928	NA
"PROKKA_00025_sense"	24.0362241156388	0.276041301347267	0.299493531529446	0.920605569013322	0.35725639360834	0.932275968747513
"PROKKA_00025_antis"	1.83149777831919	-0.0155712512272489	0.237207089259991	-0.0659292976867049	0.947434115139381	NA
"PROKKA_00026_igtop"	30.172066119483	-0.404007361558139	0.315771476538625	-1.27704261197976	0.201587203665609	0.836634623564414
"PROKKA_00026_sense"	12.2074037834113	0.0872752936628502	0.320797602335491	0.271704874160892	0.785848953204862	0.992986038769483
"PROKKA_00026_antis"	1.44971991275521	0.199667633674873	0.213421735766659	0.946864829595968	0.343707661587845	NA
"PROKKA_00027_sense"	2.50897660506969	-0.0519787016794802	0.269045925890925	-0.194081422781983	0.846112127524981	NA
"PROKKA_00029_antis"	2.78011344682071	-0.368019009635563	0.275927325395071	-1.34086402712447	0.179964603562002	NA
"PROKKA_00030_sense"	1.69600243758345	0.155228995796015	0.237246636520451	0.660836891882851	0.508716921073529	NA
"PROKKA_00031_sense"	4.06444699422954	0.232206664698944	0.298653947063293	0.77900255512096	0.4359782096093	NA
"PROKKA_00031_antis"	4.89242517321221	-0.0209321111536152	0.308564734506543	-0.0679508110376936	0.945824790830499	NA
"PROKKA_00032_igtop"	3.13813337128847	-0.087759425040022	0.282982863554022	-0.307885923458025	0.758169137306858	NA
"PROKKA_00032_sense"	11.8759426087986	-0.0794832815488729	0.32097786063174	-0.247697531906702	0.804368441628491	0.99556198088586
"PROKKA_00032_antis"	3.02778400958363	0.142032449670976	0.280880974573819	0.501750092719175	0.615843323150453	NA
"PROKKA_00033_sense"	2.67065010246935	-0.112456961533343	0.271518020449948	-0.415038320781001	0.678113850545819	NA
"PROKKA_00034_sense"	3.57212787614352	0.305111404836698	0.291428195714391	1.05139147303375	0.293078830483098	NA
"PROKKA_00034_antis"	1.9956124431187	0.0579004059919735	0.25130550979754	0.228860460352118	0.818977373029581	NA
"PROKKA_00035_sense"	13.2252788548225	0.0638220010284277	0.318004762566753	0.201025797018529	0.840678402693327	0.997031032297927
"PROKKA_00035_antis"	15.9306541729121	-0.18773616344468	0.317252900341461	-0.593039361167881	0.553154810582016	0.970262737107923
"PROKKA_00036_sense"	31.5345143340706	0.624485960235185	0.29153550137892	2.13631854156856	0.0326534585812887	0.448217194150553
"PROKKA_00037_sense"	244.339422213331	0.23577306772237	0.252705053987759	0.932895997538657	0.350873669115615	0.930336554292944
