"locus"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"PROKKA_00001_igtop"	130.628059616122	-0.00684295506007899	0.0759635851313276	0.728877935099609	0.999768743672382
"PROKKA_00001_igbot"	9.31186079741915	-0.000997444801420764	0.0777484937151279	0.91234302778321	0.999768743672382
"PROKKA_00001_sense"	789.93707036398	0.00784269243240586	0.0739965880745565	0.759442928226404	0.999768743672382
"PROKKA_00001_antis"	15.0774990062995	0.0101025480202816	0.0785521753238398	0.334250031021902	0.999768743672382
"PROKKA_00002_igtop"	23.8986627825587	0.00674180929943203	0.0775644955464963	0.611504114605491	0.999768743672382
"PROKKA_00002_sense"	617.822498419187	0.00815316709722584	0.0741072860439911	0.748715211423838	0.999768743672382
"PROKKA_00002_antis"	4.78442896510225	0.00444380215612462	0.0782877443868281	0.425138781754811	NA
"PROKKA_00003_igtop"	2.87503052745921	0.00332419944552614	0.078210217923748	0.542382123083826	NA
"PROKKA_00003_sense"	1507.64906867119	0.0104105602104595	0.0747586802473841	0.674028396543243	0.999768743672382
"PROKKA_00003_antis"	10.5195552583976	-0.00155949002824472	0.0776744659352843	0.873400316708103	0.999768743672382
"PROKKA_00004_sense"	994.42448150486	0.0127889815462497	0.0747670865320288	0.565410621744909	0.999768743672382
"PROKKA_00004_antis"	53.3898696467037	-0.0123648435750335	0.0777903090973032	0.461513985132047	0.999768743672382
"PROKKA_00005_sense"	84.0262319271474	-0.0268925504907425	0.0821966094493443	0.182937257889768	0.999768743672382
"PROKKA_00005_antis"	7.87013444832175	-0.00359389364546398	0.0779573533285945	0.667991532952121	0.999768743672382
"PROKKA_00006_igbot"	9.01299039056208	-0.00545423380478176	0.078141184382918	0.504744246332966	0.999768743672382
"PROKKA_00006_sense"	114.750353018203	-0.00256943981833736	0.0753023786067336	0.900011554878477	0.999768743672382
"PROKKA_00006_antis"	8.75886152548252	-0.00302891762501759	0.0778757066032477	0.731169920097341	0.999768743672382
"PROKKA_00007_igtop"	7.82582203061168	-0.0108212499580906	0.0789930842532713	0.181087041938796	0.999768743672382
"PROKKA_00007_sense"	4.10357986643236	0.00367979481635601	0.0781483009636574	0.575875970037924	NA
"PROKKA_00007_antis"	2.65026060354654	0.004044890736064	0.0782736790393189	0.444645396387371	NA
"PROKKA_00008_sense"	277.123916106392	0.045222776643287	0.0925579757310975	0.0854524791071078	0.999768743672382
"PROKKA_00008_antis"	4.05392228982308	-0.00211522030032208	0.0781029109406417	0.723681500444387	NA
"PROKKA_00009_sense"	241.212692064929	0.0131786606381089	0.0758160043817225	0.560677648249662	0.999768743672382
"PROKKA_00009_antis"	3.80975917423853	0.00356899133512416	0.078181979920263	0.556642031491999	NA
"PROKKA_00010_igtop"	6.7567364913515	0.0106540391155551	0.0790032708716631	0.166910885260835	NA
"PROKKA_00010_sense"	17.4593343236378	0.00199031166649972	0.0773742576893841	0.871464389035345	0.999768743672382
"PROKKA_00011_igtop"	88.0710537973881	0.00356651433555187	0.0762089363148864	0.843773420930246	0.999768743672382
"PROKKA_00011_sense"	425.251048217445	0.00102340712057861	0.0741974355572278	0.970252973497255	0.999768743672382
"PROKKA_00011_antis"	14.8906192993961	0.0122794455164633	0.0788428435843448	0.289941065336917	0.999768743672382
"PROKKA_00012_igtop"	124.566295373386	-0.0247934139652247	0.0809732797629463	0.230605822639571	0.999768743672382
"PROKKA_00012_sense"	39.7481351092041	-0.00721562147824673	0.0771996696374013	0.636118466476512	0.999768743672382
"PROKKA_00012_antis"	3.18231248820442	-0.000295797204738994	0.0781057085513732	0.955057764623184	NA
"PROKKA_00013_igtop"	14.0355195546629	-0.0015831387449587	0.077529369894607	0.883604851348669	0.999768743672382
"PROKKA_00013_sense"	53.8180851245298	0.00945263849820926	0.0772796909473593	0.567854880046063	0.999768743672382
"PROKKA_00013_antis"	14.7069280106452	0.00711123851056228	0.0779170429054971	0.534643228159739	0.999768743672382
"PROKKA_00014_igtop"	3.13688001075015	0.000272958046729834	0.0781006262285383	0.962298150301061	NA
"PROKKA_00014_sense"	5.41814695601103	0.000609445170090279	0.0779548046964319	0.935086943194638	NA
"PROKKA_00014_antis"	11.7546776418635	-0.00369229667793049	0.0777524952472187	0.714172859937074	0.999768743672382
"PROKKA_00015_igtop"	7.41319991425845	0.0118757354871219	0.0791990939271938	0.155357537584144	0.999768743672382
"PROKKA_00015_igbot"	13.9595408041324	0.0085533446405452	0.0782973925633243	0.406822510929289	0.999768743672382
