locus	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene	product	locusNumber
PROKKA_00011_sense	429.236325885093	-1.01113803795918	0.2846324114544	-3.55243463944433	0.00038168382824645	0.00909057999956394	n/a	2-OH-lauroyltransferase	PROKKA_00011
PROKKA_00052_sense	29.5685360904205	-1.84101042005267	0.479428720760536	-3.84000861928381	0.000123029990824529	0.00387137087021689	n/a	putative lipoprotein	PROKKA_00052
PROKKA_00090_sense	83.5785596908107	-1.22697669190222	0.360085294073357	-3.40746126569739	0.000655702143731754	0.0136769589897876	hcp1_1	Hcp1	PROKKA_00090
PROKKA_00145_antis	9.38435119575224	2.63260780242951	0.832266629444953	3.16317837251894	0.00156056682514928	0.0257466432975584	ahpF_1	alkyl hydroperoxide reductase subunit F	PROKKA_00145
PROKKA_00145_sense	65.221202366827	-1.48645999923545	0.385121547829476	-3.859716517066	0.000113518637701382	0.00362002555059137	ahpF_1	alkyl hydroperoxide reductase subunit F	PROKKA_00145
PROKKA_00166_sense	79.9210880720523	-1.62504214171684	0.389901161826469	-4.16783098081685	3.07511810751794e-05	0.00123825624473487	opdC_1	histidine porin OpdC	PROKKA_00166
PROKKA_00327_antis	1241.26571644861	-1.47600888733446	0.366712251456943	-4.02497838965101	5.69805478662454e-05	0.00209033338314022	n/a	P2	PROKKA_00327
PROKKA_00381_sense	24.9628309167831	1.58964598769773	0.507490500698273	3.13236599603437	0.00173403564492466	0.0276485582780521	n/a	putative acetyltransferase	PROKKA_00381
PROKKA_00404_sense	311.13449731032	-0.881623995618391	0.29843786888073	-2.95412910876511	0.00313552797485658	0.0440782874926954	metX	homoserine O-acetyltransferase	PROKKA_00404
PROKKA_00414_sense	26.5037742614322	-1.46555925803978	0.488555605174917	-2.9997798459708	0.00270174808636148	0.0392579695178794	n/a	cystathionine beta-synthase	PROKKA_00414
PROKKA_00438_sense	191.280429317461	-1.24183330116473	0.32471104529182	-3.82442580617693	0.000131077210020661	0.00401815073169787	pasP	PasP	PROKKA_00438
PROKKA_00441_sense	389.030726493818	-1.09569242539277	0.295795388972156	-3.70422415711123	0.000212038699167481	0.005823710283782	mexB	Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexB	PROKKA_00441
