"locus"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"PROKKA_00001_igtop"	147.555407838187	0.0131421619226791	0.17312381173614	0.0758630249314799	0.939528073883724	0.99977416150028
"PROKKA_00001_igbot"	8.58145471633234	0.0793677300152584	0.154672906772817	0.515783177206487	0.606005853379608	0.99977416150028
"PROKKA_00001_sense"	862.619516826553	-0.0372241874805565	0.152545123898409	-0.244007879654708	0.807224717264133	0.99977416150028
"PROKKA_00001_antis"	19.1651657112214	0.0476864670415912	0.17370318724176	0.275712582062469	0.782768830989192	0.99977416150028
"PROKKA_00002_igtop"	27.1347736248681	-0.2185234313722	0.178985451108782	-1.21916495499632	0.222781590293455	0.99977416150028
"PROKKA_00002_sense"	803.372211335572	0.0937796274904863	0.15414959762292	0.608349979414169	0.542955379405778	0.99977416150028
"PROKKA_00002_antis"	6.80442482920646	-0.0956931214428934	0.140550969883177	-0.679452252913802	0.496851351173971	0.99977416150028
"PROKKA_00003_igtop"	2.22046429138559	-0.0051714521197268	0.0986640912365712	-0.0530537087822313	0.95768911451324	NA
"PROKKA_00003_sense"	1712.75658979865	0.0797929037377881	0.151411322777466	0.527010451714746	0.598186330453039	0.99977416150028
"PROKKA_00003_antis"	14.5880216525867	-0.00982766430104932	0.167907009899893	-0.0584086287845717	0.953423141732161	0.99977416150028
"PROKKA_00004_sense"	1221.44429783683	0.126068867407944	0.162559749971115	0.775451678107543	0.438072808475297	0.99977416150028
"PROKKA_00004_antis"	64.2853793057807	0.0586546895502061	0.176230798612897	0.332633900020476	0.739410650667084	0.99977416150028
"PROKKA_00005_igbot"	1.73387410899783	0.0531579703500475	0.0814424896942521	0.647275756435428	0.517453489108189	NA
"PROKKA_00005_sense"	101.907719427486	0.0748700296683737	0.175068145205619	0.427159564977308	0.669263110442221	0.99977416150028
"PROKKA_00005_antis"	10.4069957587905	0.0833582504106378	0.160549579008441	0.518833682644798	0.603876727198545	0.99977416150028
"PROKKA_00006_igbot"	9.79272690527754	0.0594991824465785	0.157203651340306	0.378429443884091	0.705111598623798	0.99977416150028
"PROKKA_00006_sense"	150.827054506984	-0.0594587119253727	0.165838146462316	-0.358481225418646	0.719983215526725	0.99977416150028
"PROKKA_00006_antis"	13.3193775593415	0.148515441458829	0.167183097530598	0.886368595181086	0.375418936427389	0.99977416150028
"PROKKA_00007_igtop"	7.57639246211112	-0.146078721825006	0.139919083972918	-1.03841953990434	0.299074776433133	0.99977416150028
"PROKKA_00007_igbot"	1.72700341597223	-0.0087304221393967	0.0854938385568865	-0.101474102971691	0.919174114262761	NA
"PROKKA_00007_sense"	5.01059192783827	-0.0575393738825502	0.13263168870669	-0.434204564691463	0.664139898641357	0.99977416150028
"PROKKA_00007_antis"	7.30356851696398	-0.00676245740513378	0.14813323421546	-0.0454516301490314	0.963747328571309	0.99977416150028
"PROKKA_00008_sense"	345.89114679485	0.0391141170499278	0.161863743302248	0.241605135568886	0.809086142358667	0.99977416150028
"PROKKA_00008_antis"	8.70061616520288	-0.111864572776873	0.152063575478868	-0.739127480555284	0.459829591313746	0.99977416150028
"PROKKA_00009_sense"	336.370303201881	-0.00846577266912239	0.168440080754266	-0.0502355674472055	0.959934668599114	0.99977416150028
"PROKKA_00009_antis"	4.56925255517075	-0.0355267179511676	0.130676416233263	-0.270246244705807	0.786970817615599	NA
"PROKKA_00010_igtop"	9.24260728791493	0.00723507608951463	0.153881243991668	0.0472968317186864	0.962276653180923	0.99977416150028
"PROKKA_00010_sense"	28.9520892942325	0.0223874346749254	0.178760087802795	0.124837189400316	0.900652444793165	0.99977416150028
"PROKKA_00010_antis"	1.93972340439602	0.00475040552961522	0.095152604845107	0.0498383645146212	0.960251194194085	NA
"PROKKA_00011_igtop"	86.0502464071589	0.227168340878211	0.179219341601615	1.27188875874451	0.203412646456241	0.99977416150028
"PROKKA_00011_sense"	669.381065772724	0.0262746231601188	0.15738570441708	0.166941963472985	0.867415714355899	0.99977416150028
"PROKKA_00011_antis"	22.4065387348169	-0.020330312739386	0.177388797721933	-0.114470304164499	0.908864985479858	0.99977416150028
"PROKKA_00012_igtop"	136.46336198765	-0.300761674611972	0.170209754223167	-1.76734924747712	0.0771697569827631	0.99977416150028
"PROKKA_00012_sense"	83.9786313173612	0.0314547153812588	0.177012286359743	0.177653720602715	0.858994932587022	0.99977416150028
"PROKKA_00012_antis"	5.25733568063686	0.0125905218688065	0.125294688403129	0.101939831842484	0.918804433390053	0.99977416150028
"PROKKA_00013_igtop"	17.508393641998	-0.0676839088614256	0.165885661196664	-0.404615889149038	0.685759877224822	0.99977416150028
"PROKKA_00013_sense"	80.8089184293938	-0.0413919567691037	0.177169097750335	-0.233219222793361	0.815591179739656	0.99977416150028
"PROKKA_00013_antis"	15.01616797783	-0.00577544295199992	0.171229190251508	-0.0338079956083324	0.973030260018378	0.99977416150028
"PROKKA_00014_igtop"	3.61910071069513	0.0473355763386381	0.115707104490231	0.409744175543442	0.681993620823703	NA
"PROKKA_00014_sense"	9.4493567488842	-0.173814531525886	0.157705010937871	-1.10722559012129	0.268196406231497	0.99977416150028
