"locus"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"PROKKA_00001_igtop"	147.555407838187	2.47502549546913e-07	0.00144267505360791	0.939528073883724	0.99977416150028
"PROKKA_00001_igbot"	8.58145471633234	1.06772463831339e-06	0.00144269145512603	0.606005853379608	0.99977416150028
"PROKKA_00001_sense"	862.619516826553	1.553260898135e-06	0.00144265765205288	0.807224717264133	0.99977416150028
"PROKKA_00001_antis"	19.1651657112214	6.23568374467977e-07	0.00144268816609724	0.782768830989192	0.99977416150028
"PROKKA_00002_igtop"	27.1347736248681	-3.23250292428804e-06	0.00144268676323221	0.222781590293455	0.99977416150028
"PROKKA_00002_sense"	803.372211335572	3.10270429475158e-06	0.00144266066155195	0.542955379405778	0.99977416150028
"PROKKA_00002_antis"	6.80442482920646	-9.50760109793971e-07	0.00144269249434079	0.496851351173971	0.99977416150028
"PROKKA_00003_igtop"	2.22046429138559	-3.70158287809421e-08	0.00144269400724776	0.95768911451324	NA
"PROKKA_00003_sense"	1712.75658979865	2.79359307991895e-06	0.00144265778790096	0.598186330453039	0.99977416150028
"PROKKA_00003_antis"	14.5880216525867	-5.26712679460771e-07	0.00144268948659714	0.953423141732161	0.99977416150028
"PROKKA_00004_sense"	1221.44429783683	-7.77998763407174e-07	0.00144266646033377	0.438072808475297	0.99977416150028
"PROKKA_00004_antis"	64.2853793057807	3.3010493585146e-06	0.00144267980077711	0.739410650667084	0.99977416150028
"PROKKA_00005_igbot"	1.73387410899783	4.46631173492905e-07	0.00144269441671001	0.517453489108189	NA
"PROKKA_00005_sense"	101.907719427486	2.28878021175375e-06	0.00144267777713796	0.669263110442221	0.99977416150028
"PROKKA_00005_antis"	10.4069957587905	9.85491010693434e-07	0.00144269074933722	0.603876727198545	0.99977416150028
"PROKKA_00006_igbot"	9.79272690527754	6.52233727844616e-07	0.0014426910413077	0.705111598623798	0.99977416150028
"PROKKA_00006_sense"	150.827054506984	-5.28988557641537e-06	0.00144267378970286	0.719983215526725	0.99977416150028
"PROKKA_00006_antis"	13.3193775593415	1.77113950373201e-06	0.00144269014793228	0.375418936427389	0.99977416150028
"PROKKA_00007_igtop"	7.57639246211112	-1.44515192721835e-06	0.00144269277154104	0.299074776433133	0.99977416150028
"PROKKA_00007_igbot"	1.72700341597223	-4.28714723908991e-08	0.00144269428625368	0.919174114262761	NA
"PROKKA_00007_sense"	5.01059192783827	-5.46568309345182e-07	0.00144269282811236	0.664139898641357	0.99977416150028
"PROKKA_00007_antis"	7.30356851696398	-5.69212522043791e-08	0.00144269177778975	0.963747328571309	0.99977416150028
"PROKKA_00008_sense"	345.89114679485	1.09363707072843e-06	0.00144266588129031	0.809086142358667	0.99977416150028
"PROKKA_00008_antis"	8.70061616520288	-1.15184302349555e-06	0.0014426917454492	0.459829591313746	0.99977416150028
"PROKKA_00009_sense"	336.370303201881	-2.68727769511686e-05	0.00144279627352528	0.959934668599114	0.99977416150028
"PROKKA_00009_antis"	4.56925255517075	-3.46848273547045e-07	0.0014426928714747	0.786970817615599	NA
"PROKKA_00010_igtop"	9.24260728791493	9.86957388505227e-08	0.00144269132913728	0.962276653180923	0.99977416150028
"PROKKA_00010_sense"	28.9520892942325	3.59249677252006e-07	0.00144268517488629	0.900652444793165	0.99977416150028
"PROKKA_00010_antis"	1.93972340439602	4.24427611653552e-08	0.00144269407783503	0.960251194194085	NA
"PROKKA_00011_igtop"	86.0502464071589	2.88267061234606e-06	0.00144268610447073	0.203412646456241	0.99977416150028
"PROKKA_00011_sense"	669.381065772724	-4.90240721699802e-07	0.00144266188377741	0.867415714355899	0.99977416150028
"PROKKA_00011_antis"	22.4065387348169	1.52727250344409e-06	0.00144268680033265	0.908864985479858	0.99977416150028
"PROKKA_00012_igtop"	136.46336198765	-1.09209724139595e-05	0.00144269363417431	0.0771697569827631	0.99977416150028
"PROKKA_00012_sense"	83.9786313173612	-5.39397899586465e-07	0.00144267887063879	0.858994932587022	0.99977416150028
"PROKKA_00012_antis"	5.25733568063686	1.19798393020779e-07	0.00144269314274908	0.918804433390053	0.99977416150028
"PROKKA_00013_igtop"	17.508393641998	-7.93098346264155e-07	0.00144268987238782	0.685759877224822	0.99977416150028
"PROKKA_00013_sense"	80.8089184293938	-3.07996890900679e-07	0.00144267896958695	0.815591179739656	0.99977416150028
"PROKKA_00013_antis"	15.01616797783	-6.74312822166355e-08	0.0014426887655872	0.973030260018378	0.99977416150028
"PROKKA_00014_igtop"	3.61910071069513	4.86780707093444e-07	0.00144269353150157	0.681993620823703	NA
"PROKKA_00014_sense"	9.4493567488842	-1.88988764182923e-06	0.00144269161068221	0.268196406231497	0.99977416150028
"PROKKA_00014_antis"	16.5395997697306	-4.97645165000275e-07	0.00144268894591564	0.82722751966453	0.99977416150028
"PROKKA_00015_igtop"	5.8415589303515	1.66018670253504e-06	0.00144269295092414	0.224088567631951	0.99977416150028
"PROKKA_00015_igbot"	27.2439000088106	3.79901244683814e-06	0.00144268808337639	0.519098329688544	0.99977416150028
"PROKKA_00015_sense"	15.4558606951314	-4.73975148929773e-07	0.00144268925042016	0.838394221471397	0.99977416150028
"PROKKA_00015_antis"	1.57062005500632	-8.53737864053229e-07	0.00144269448852957	0.2336992005765	NA
"PROKKA_00016_igbot"	31.4203154074875	-1.84404539845193e-06	0.0014426854748863	0.4958441514892	0.99977416150028
"PROKKA_00016_sense"	164.308076242277	5.0052094340259e-06	0.00144267584620412	0.34266500035834	0.99977416150028
"PROKKA_00016_antis"	2.5819938883169	6.70911632104014e-07	0.00144269393056896	0.488076156565103	NA
"PROKKA_00017_sense"	67.3330947501493	8.36667292118995e-07	0.00144267724336405	0.811760168735039	0.99977416150028
"PROKKA_00018_sense"	74.3847066796097	1.57147121947416e-06	0.00144267828656765	0.662860440940312	0.99977416150028
"PROKKA_00019_igbot"	14.9518030137928	1.05806475643575e-06	0.00144269024311744	0.479339330548495	0.99977416150028
"PROKKA_00019_sense"	660.167500887688	-2.97555511735971e-06	0.00144266468967051	0.625571918807889	0.99977416150028
"PROKKA_00019_antis"	10.4386937200215	5.00937254199379e-07	0.00144269084234265	0.775491190560191	0.99977416150028
"PROKKA_00020_igtop"	86.6541450249671	-1.02721128202729e-06	0.00144268368758485	0.260606110708019	0.99977416150028
"PROKKA_00020_igbot"	274.933734844983	-6.252704680932e-06	0.00144268010400714	0.111779318813706	0.99977416150028
"PROKKA_00020_sense"	277.486637422192	1.59953033059997e-06	0.0014426641543087	0.73800599531988	0.99977416150028
"PROKKA_00020_antis"	2.03731246784453	1.02813595646509e-07	0.00144269410559431	0.88934506391967	NA
"PROKKA_00022_igtop"	115.736007550728	-3.33486291035983e-06	0.0014426739062158	0.957605176418499	0.99977416150028
"PROKKA_00022_sense"	21.3888194965521	-7.82476086960766e-08	0.00144268875415497	0.846714613144078	0.99977416150028
"PROKKA_00022_antis"	7.2729420818368	1.05062380605025e-06	0.00144269207097724	0.369978656008966	0.99977416150028
"PROKKA_00023_sense"	16.0184425439078	9.42811241315683e-07	0.00144268846795217	0.682348285220117	0.99977416150028
"PROKKA_00023_antis"	5.57429910129301	8.05638006323651e-07	0.0014426930999549	0.510319602460812	0.99977416150028
"PROKKA_00024_igtop"	5.09725870673665	-1.4652056828632e-06	0.00144269330308681	0.244224650725994	0.99977416150028
"PROKKA_00024_sense"	120.609543263726	2.3423628633722e-06	0.00144267164958263	0.684274755043151	0.99977416150028
"PROKKA_00024_antis"	3.63300135791568	-1.03177062102511e-06	0.00144269381883739	0.300085790735388	NA
"PROKKA_00025_igtop"	3.86491727531264	-4.82999259615739e-07	0.00144269326086938	0.67280481228067	NA
"PROKKA_00025_sense"	30.9987403812682	-6.99864922623072e-07	0.00144268605265716	0.787467949820387	0.99977416150028
"PROKKA_00026_igtop"	11.6672204550727	-1.26096721296911e-06	0.00144269023471434	0.509030623015437	0.99977416150028
"PROKKA_00026_sense"	11.4923270174351	-7.26927580326513e-07	0.00144269023047632	0.591989990266916	0.99977416150028
"PROKKA_00027_sense"	3.19011307738198	-1.04031858596483e-07	0.00144269349003391	0.843884766958601	NA
"PROKKA_00031_sense"	2.95111487157859	-1.30055068907869e-07	0.00144269361857077	0.849970855171139	NA
"PROKKA_00031_antis"	4.60850746141841	9.01745224170833e-07	0.00144269298226264	0.485745086781332	NA
"PROKKA_00032_igtop"	5.28579441003025	-1.37653662776143e-07	0.00144269283973319	0.839601004515339	0.99977416150028
"PROKKA_00032_sense"	14.6678605733713	1.03068229879378e-06	0.00144268926670618	0.621165764811845	0.99977416150028
"PROKKA_00033_sense"	2.27587656806479	3.86601846826461e-07	0.00144269412286849	0.659529971180433	NA
"PROKKA_00034_sense"	2.79079937215007	-6.43758484849467e-08	0.00144269375347529	0.946672598067996	NA
"PROKKA_00034_antis"	4.4868356085873	6.73517421069321e-07	0.00144269302848418	0.575292297951183	NA
"PROKKA_00035_sense"	11.7062895343837	-5.97582246693617e-07	0.00144269019841934	0.713723398068685	0.99977416150028
"PROKKA_00035_antis"	16.6233927303007	5.91742350759242e-07	0.0014426881865454	0.991579833410458	0.99977416150028
"PROKKA_00036_igbot"	1.53397271203209	-3.1085852033517e-07	0.0014426943182104	0.669070616776546	NA
"PROKKA_00036_sense"	24.5808479946523	-1.96489788872775e-06	0.00144268777542926	0.40708915099178	0.99977416150028
"PROKKA_00037_sense"	175.957866664803	-5.50044104855554e-06	0.00144267611600066	0.029747654170649	0.99977416150028
"PROKKA_00037_antis"	9.93350160608242	-2.12765097524117e-06	0.00144269201686685	0.190295805361484	0.99977416150028
"PROKKA_00038_igtop"	5.62455947340718	9.37662888170856e-07	0.00144269322836801	0.426373900908463	0.99977416150028
"PROKKA_00038_sense"	23.8244697077703	2.06893168966736e-06	0.00144268714778806	0.40705754314901	0.99977416150028
"PROKKA_00038_antis"	2.1003698951141	-2.58005460498516e-07	0.00144269407352626	0.76035960682149	NA
"PROKKA_00039_igtop"	17.4875290521331	-3.10211346619197e-07	0.00144268807963385	0.873234560313041	0.99977416150028
"PROKKA_00039_sense"	48.8993311404366	-1.55613859818297e-07	0.00144267992934464	0.9557923235172	0.99977416150028
"PROKKA_00040_igtop"	1290.50597938075	-2.70405428627974e-06	0.00144267180484222	0.972740772470449	0.99977416150028
"PROKKA_00040_igbot"	5.77038355267054	6.32678308329741e-07	0.00144269261300641	0.988202086009009	0.99977416150028
"PROKKA_00040_sense"	214.227496038176	5.03916029761171e-06	0.00144267349047825	0.162991246335675	0.99977416150028
"PROKKA_00040_antis"	4.05250835231402	5.02349095853663e-07	0.00144269332514591	0.624504961158342	NA
"PROKKA_00041_igtop"	18.6167776685105	6.94357683076212e-07	0.00144268827829796	0.712256675031569	0.99977416150028
"PROKKA_00041_igbot"	3.78519155721289	5.0621339557844e-07	0.00144269360532291	0.624712402612688	NA
"PROKKA_00041_sense"	5.96686541910211	4.78393344248465e-07	0.00144269258774146	0.716282165839279	0.99977416150028
"PROKKA_00042_sense"	623.72498692798	7.52257168628477e-06	0.00144269128080476	0.135362917033141	0.99977416150028
"PROKKA_00042_antis"	35.8121233396932	-2.64685109398304e-06	0.00144268534410266	0.359907082863339	0.99977416150028
"PROKKA_00043_igtop"	1526.5666266707	6.7626396832339e-06	0.00144269883793674	0.529832449589344	0.99977416150028
"PROKKA_00043_igbot"	280.926788043293	1.62775224331911e-06	0.00144268084755567	0.680380942374417	0.99977416150028
"PROKKA_00043_sense"	804.687017591609	1.54815812287094e-05	0.00144271677090793	0.15508857325778	0.99977416150028
"PROKKA_00043_antis"	194.933780252748	5.30619581023922e-07	0.00144267575646439	0.8733410283335	0.99977416150028
"PROKKA_00044_igtop"	416.137550505553	4.37070345013548e-06	0.00144268137376035	0.0790992677852902	0.99977416150028
"PROKKA_00044_igbot"	1463.06278808732	3.05750762669579e-06	0.00144267799483224	0.431695194051161	0.99977416150028
"PROKKA_00044_sense"	10.6430958768536	1.14059465201749e-06	0.00144269065312497	0.540050864507885	0.99977416150028
"PROKKA_00044_antis"	1.74385054839932	-1.9760640177661e-07	0.00144269429213473	0.787472707702157	NA
"PROKKA_00045_igtop"	916.738493356315	3.40664489757176e-06	0.00144268324817718	0.308136513294505	0.99977416150028
"PROKKA_00045_igbot"	92.9209772670005	8.57074736714349e-07	0.00144267998281003	0.809100351521758	0.99977416150028
"PROKKA_00045_sense"	4.76766592000701	-2.55634260880922e-07	0.00144269297143023	0.818414474096095	NA
"PROKKA_00045_antis"	12.0528080255096	-8.44644612026836e-07	0.00144269070009534	0.63785733339286	0.99977416150028
"PROKKA_00046_igtop"	5.57869449765047	2.42596531936022e-07	0.00144269250927672	0.878417639709872	0.99977416150028
"PROKKA_00046_igbot"	2.12464088678568	-6.4863492708651e-07	0.00144269414671384	0.444064548876557	NA
"PROKKA_00046_sense"	19.4243305760074	1.03766915749397e-06	0.00144268752309473	0.664857478381586	0.99977416150028
"PROKKA_00046_antis"	2.08551946599975	-4.24650935889292e-07	0.00144269419695999	0.586944973326931	NA
"PROKKA_00047_sense"	3.29736427024714	3.19148496595866e-09	0.00144269358770374	0.948799973312109	NA
"PROKKA_00047_antis"	6.0408321978648	-1.57613596742243e-06	0.00144269294871866	0.24554676669681	0.99977416150028
"PROKKA_00049_igtop"	1.89251337400788	6.65295105966566e-08	0.00144269410957223	0.936646234884673	NA
"PROKKA_00049_igbot"	8.12928445920767	-1.16255931943253e-06	0.00144269177641177	0.405983868835644	0.99977416150028
"PROKKA_00049_sense"	17.8275497457113	4.51057761821048e-07	0.00144268845939364	0.861700245112703	0.99977416150028
"PROKKA_00049_antis"	2.28347533216101	7.32495163087901e-07	0.00144269435085551	0.331382921182624	NA
"PROKKA_00050_igtop"	316.942966509584	-3.0139605222865e-06	0.00144266875370109	0.500306934147197	0.99977416150028
"PROKKA_00050_igbot"	2.84679253731137	3.85813607326808e-07	0.00144269367350574	0.702853946398948	NA
"PROKKA_00050_sense"	632.319920215355	5.76469650625736e-06	0.00144267255311344	0.222128016725149	0.99977416150028
"PROKKA_00050_antis"	4.06925237044755	6.11076139770149e-07	0.00144269314596823	0.597788536525373	NA
"PROKKA_00051_igtop"	29.8541547854201	2.23338740547763e-06	0.00144268608782875	0.518399945139331	0.99977416150028
"PROKKA_00051_sense"	124.025180776522	5.45094937820944e-06	0.00144268146511986	0.143154609911037	0.99977416150028
"PROKKA_00052_sense"	51.113866520423	-7.53048560983051e-07	0.0014426803091229	0.816080794375639	0.99977416150028
"PROKKA_00053_antis"	10.042303744837	6.52366639622496e-07	0.00144269111721631	0.703753990096388	0.99977416150028
"PROKKA_00054_igtop"	1.65037511391526	1.72542432874056e-07	0.00144269423291197	0.907116160302053	NA
"PROKKA_00054_igbot"	2.12212578201014	1.67988474005786e-06	0.00144269477226033	0.0243997689330317	NA
"PROKKA_00054_antis"	6.42356614128262	4.91701536839309e-07	0.00144269240535668	0.723345976054328	0.99977416150028
"PROKKA_00055_igtop"	5.55557396843207	-1.76827191818389e-06	0.00144269306090979	0.191957068208714	0.99977416150028
"PROKKA_00055_igbot"	2.05371180482506	-4.38677039083874e-07	0.00144269405213404	0.61105159708268	NA
"PROKKA_00055_sense"	10.3922291988151	-4.80167899106915e-07	0.00144269106355097	0.589878744081397	0.99977416150028
"PROKKA_00055_antis"	1.89425008447347	-5.83251924442881e-07	0.00144269420089079	0.472230111910672	NA
"PROKKA_00056_antis"	5.35575295864677	1.64066449495379e-06	0.00144269322989368	0.203554613756328	0.99977416150028
"PROKKA_00057_igtop"	8.58659108150812	-1.27134454149081e-06	0.00144269224256892	0.506836905907843	0.99977416150028
"PROKKA_00057_igbot"	35.4248348466423	-3.28634585230713e-07	0.00144268501726986	0.900123218647354	0.99977416150028
"PROKKA_00057_sense"	2.16712093531797	2.60607727607149e-07	0.0014426941799985	0.745685776041085	NA
"PROKKA_00059_igbot"	10.0832129914436	-5.42263361193829e-07	0.00144269094991906	0.966228473900387	0.99977416150028
"PROKKA_00059_sense"	15.2449692096924	-6.95211635906351e-07	0.00144268966458868	0.725888121462807	0.99977416150028
"PROKKA_00060_igbot"	18.3167463348765	3.53396988337276e-06	0.00144269031913841	0.116592836781158	0.99977416150028
"PROKKA_00060_sense"	49.6746041751248	2.76748867383895e-07	0.00144268102164608	0.780590206614045	0.99977416150028
"PROKKA_00061_sense"	19.7602994190353	-3.9859512252838e-06	0.0014426901448598	0.0891201755370409	0.99977416150028
"PROKKA_00062_igtop"	1.9695097503097	-4.13065517158288e-07	0.00144269418330837	0.612258675372503	NA
"PROKKA_00062_sense"	2.57521222003189	-4.01615973591962e-07	0.00144269391453483	0.676790727730624	NA
"PROKKA_00064_sense"	3.2446251884901	2.09700678405729e-06	0.00144269446351675	0.0651063392439226	NA
"PROKKA_00065_igtop"	59.9848029891654	-4.40536113497225e-06	0.00144268440073464	0.166450609137774	0.99977416150028
"PROKKA_00065_sense"	42.3997620463003	7.90182536996999e-07	0.00144268157250615	0.802830710023433	0.99977416150028
"PROKKA_00066_antis"	3.56259268839002	6.25298376831703e-08	0.00144269340879001	0.955233722963122	NA
"PROKKA_00068_igbot"	2.62286333407946	1.64530791585102e-06	0.00144269440880568	0.0709454852524781	NA
"PROKKA_00068_sense"	12.7264875294313	-6.80693784690411e-07	0.00144268988501887	0.52243654450627	0.99977416150028
"PROKKA_00068_antis"	4.2298875466546	-1.40776318302318e-06	0.00144269348120947	0.201133694946624	NA
"PROKKA_00069_sense"	19.6334050136903	3.18776646538978e-07	0.00144268733725949	0.894198147443151	0.99977416150028
"PROKKA_00069_antis"	5.95112610361837	1.9761022690053e-07	0.00144269232454311	0.885178754514426	0.99977416150028
"PROKKA_00070_sense"	17.2090873381035	-5.48987981998724e-07	0.00144268845857155	0.800995832370914	0.99977416150028
"PROKKA_00070_antis"	1.81505828017465	1.66034981792867e-07	0.001442694236892	0.834199393688602	NA
"PROKKA_00071_sense"	32.874638052476	2.07727239176044e-06	0.00144268636422545	0.427447595732472	0.99977416150028
"PROKKA_00072_igtop"	14.9585868036117	-2.57342430872864e-07	0.00144268989128226	0.892616528228429	0.99977416150028
"PROKKA_00072_sense"	210.793338848806	2.82559033411002e-06	0.00144266907703439	0.336337180771006	0.99977416150028
"PROKKA_00072_antis"	2.34284889961454	3.45171888677951e-07	0.00144269405079512	0.687057765144964	NA
"PROKKA_00073_sense"	29.0514099052816	4.51965468808218e-07	0.00144268521710766	0.84608803312916	0.99977416150028
"PROKKA_00074_sense"	5.48246199184188	1.92905374106464e-06	0.00144269343426163	0.143742959837752	0.99977416150028
"PROKKA_00074_antis"	2.34962480867968	5.85724202094127e-07	0.00144269414446218	0.479396398619087	NA
"PROKKA_00075_igbot"	2.63622573106433	9.63590595463649e-07	0.00144269405200722	0.293869074956818	NA
"PROKKA_00075_sense"	183.121168335006	5.8508647375911e-06	0.00144267618066163	0.723120722556872	0.99977416150028
"PROKKA_00076_igbot"	289.774288221393	2.14420783954344e-06	0.00144267927305228	0.446532851346407	0.99977416150028
"PROKKA_00076_sense"	337.941765086516	-2.34642738715669e-06	0.00144267313883777	0.513031182161775	0.99977416150028
"PROKKA_00076_antis"	7.29030489783795	9.49112290297747e-07	0.00144269209945839	0.525740034732084	0.99977416150028
"PROKKA_00077_sense"	3.95766665696162	8.39326663481707e-08	0.0014426933158955	0.936656725444994	NA
"PROKKA_00079_sense"	42.687751053989	1.833082465183e-06	0.00144268217087134	0.555768143371934	0.99977416150028
"PROKKA_00080_sense"	14.9823627869123	3.10450994565096e-07	0.00144268902904086	0.860282164275403	0.99977416150028
"PROKKA_00081_igbot"	2.75386904292641	4.79072024713447e-07	0.00144269383160064	0.615371254412334	NA
"PROKKA_00081_sense"	5.46382194697635	-9.93762102532093e-07	0.00144269273264672	0.450412541840259	0.99977416150028
"PROKKA_00082_sense"	74.7051596371534	1.03887037084913e-06	0.00144267984160834	0.638710894819076	0.99977416150028
"PROKKA_00083_sense"	14.2298010598157	-4.9749506909785e-07	0.00144268908264609	0.759596011867004	0.99977416150028
"PROKKA_00084_sense"	14.0051344892376	-3.51766696628535e-07	0.00144268913978128	0.863345488863804	0.99977416150028
"PROKKA_00084_antis"	1.51664780541647	-3.01775873308711e-07	0.00144269431854617	0.677669965076913	NA
"PROKKA_00085_sense"	9.63698755774581	-2.94899732024112e-07	0.00144269117984979	0.832466942052747	0.99977416150028
"PROKKA_00086_igbot"	4.24421918187997	-1.22686477059429e-06	0.00144269335474742	0.303804765685675	NA
"PROKKA_00086_sense"	79.5543487198942	2.26624307192424e-06	0.00144267834194188	0.527412120463451	0.99977416150028
"PROKKA_00087_igtop"	476.464171783475	-6.8220625260907e-06	0.00144268436295347	0.0645361098052196	0.99977416150028
"PROKKA_00087_igbot"	636.849850619536	1.05634225597911e-05	0.00144269582707376	0.111449261096965	0.99977416150028
"PROKKA_00087_sense"	166.61288967739	-2.01073770512576e-06	0.00144268150798403	0.975085262676792	0.99977416150028
"PROKKA_00088_igtop"	13.9704428298757	-6.66509616536452e-07	0.00144269001346153	0.967495890205134	0.99977416150028
"PROKKA_00088_sense"	143.546454203915	8.03284069348718e-07	0.00144268185352363	0.774683467271553	0.99977416150028
"PROKKA_00089_igtop"	10.173521441491	1.18415351810882e-07	0.00144269114733064	0.94514337906346	0.99977416150028
"PROKKA_00089_sense"	364.43646362262	-8.37380926136337e-07	0.00144267541035603	0.843587777459814	0.99977416150028
"PROKKA_00089_antis"	3.77899220019512	8.95461321794612e-07	0.00144269346106257	0.428985462922164	NA
"PROKKA_00090_igtop"	26.9460317781865	-2.98609143379241e-05	0.00144284011536646	0.784886500042505	0.99977416150028
"PROKKA_00090_sense"	64.8579029288381	5.14756710618226e-09	0.00144267922205579	0.98299954200297	0.99977416150028
"PROKKA_00091_igtop"	4.27409100821523	-3.60397337456741e-07	0.00144269302140583	0.890131904004684	NA
"PROKKA_00091_sense"	4.87614594427024	1.82089692986851e-06	0.00144269354695561	0.14219603879839	0.99977416150028
"PROKKA_00092_sense"	8.73227033169147	2.71046950997835e-08	0.00144269132891182	0.989156206744214	0.99977416150028
"PROKKA_00093_sense"	11.0239564444054	4.97763137469159e-07	0.001442691096113	0.769558151583961	0.99977416150028
"PROKKA_00094_sense"	16.4754688978476	-4.97717748154166e-07	0.00144268905736753	0.860293567238399	0.99977416150028
"PROKKA_00095_sense"	57.4325922477294	-3.90481505288613e-06	0.00144268290062561	0.231207660377189	0.99977416150028
"PROKKA_00095_antis"	1.89418838956992	-1.13869632290961e-06	0.00144269450485831	0.134896805617238	NA
