locus	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene	product	locusNumber
PROKKA_00006_sense	119.674646625735	0.763638484221539	0.281909180108393	2.70881027686975	0.00675249406732029	0.0416166882894381	n/a	D-D-heptose 17-bisphosphate phosphatase	PROKKA_00006
PROKKA_00011_igtop	74.6407901640638	1.16424307413967	0.427767812802099	2.72167058693191	0.00649528522595781	0.0404101302837096	n/a	2-OH-lauroyltransferase	PROKKA_00011
PROKKA_00012_sense	57.7978702154827	1.69167419345405	0.347869226899131	4.86296016619076	1.15643126338593e-06	2.83178030006567e-05	n/a	type IV pilus assembly PilZ	PROKKA_00012
PROKKA_00037_sense	216.771487964759	-0.949291067301695	0.307639655680366	-3.08572399485454	0.00203057214430693	0.0162742721509947	trpB	tryptophan synthase beta chain	PROKKA_00037
PROKKA_00074_antis	8.2267794191133	-2.17868786668265	0.774493712077573	-2.81304784365303	0.0049074348926191	0.0324072350745319	n/a	putative DNA repair photolyase	PROKKA_00074
PROKKA_00079_sense	69.6453981423442	-0.980012053074179	0.313160416444042	-3.12942505378643	0.00175148746118879	0.0143574566886195	ppkA_1	serine/threonine protein kinase PpkA	PROKKA_00079
PROKKA_00082_sense	138.173689179783	-1.27129676216498	0.322632645400318	-3.94038476976677	8.13510206183854e-05	0.00113349745314407	icmF1_1	IcmF1	PROKKA_00082
PROKKA_00085_sense	18.0852426742833	-1.50808026675508	0.565805647473414	-2.66536799957611	0.00769041162272898	0.0462670921934071	tssJ1	TssJ1	PROKKA_00085
PROKKA_00088_sense	222.296628443385	-0.937202409250299	0.335787921962917	-2.79105455542204	0.00525366162985564	0.0341799840011354	tssB1_1	TssB1	PROKKA_00088
PROKKA_00089_sense	641.580071848355	-1.3136409046357	0.300939586773462	-4.36513161568396	1.2704623983535e-05	0.000233201782179432	tssC1	TssC1	PROKKA_00089
PROKKA_00090_sense	100.960742686065	-1.00573572416495	0.326526969006117	-3.08010002122095	0.00206931089370917	0.0165042959637553	hcp1_1	Hcp1	PROKKA_00090
PROKKA_00092_sense	18.168396281695	-1.59368669198456	0.52386834173396	-3.04215117620889	0.0023489389110403	0.0183405277660534	tssE1	TssE1	PROKKA_00092
PROKKA_00093_sense	24.7509887745879	-1.67020859971073	0.511735827836654	-3.26381017090689	0.0010992478898366	0.0099225442855917	tssF1_1	TssF1	PROKKA_00093
