locus	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene	product	locusNumber
PROKKA_00076_igbot	261.919335383616	-0.913146262564803	0.262087080509173	-3.48413306291473	0.000493733956199905	0.0261131391012713	tagR1	"TagR1"	PROKKA_00076
PROKKA_00469_antis	102.087761168837	1.6519523532675	0.439272548108293	3.76065465593411	0.000169469259927867	0.0135115508368122	n/a	"cspA"	PROKKA_00469
PROKKA_00594_antis	32.9780446193779	2.0163641844188	0.46741506637521	4.31386219544793	1.60426967111735e-05	0.00212565731423049	rpoD	"sigma factor RpoD"	PROKKA_00594
PROKKA_00613_antis	204.346801307441	0.915406349912337	0.273043796623066	3.35259896483216	0.000800566144617684	0.0359786597741924	ostA	"organic solvent tolerance protein OstA precursor"	PROKKA_00613
PROKKA_00679_igbot	17.7062021535404	2.35364058284175	0.636556515204306	3.69745737672064	0.000217769769809722	0.0154959322313677	n/a	"tRNA-Tyr"	PROKKA_00679
PROKKA_00682_antis	34.0936937491964	2.52184714774905	0.525178087275792	4.80188950919562	1.5717541713921e-06	0.000274521154707915	tufB_1	"elongation factor Tu"	PROKKA_00682
PROKKA_00682_igbot	15.5506267940543	3.09617027676641	0.749599911183041	4.13043042104946	3.62084673474153e-05	0.00410627512637633	tufB_1	"elongation factor Tu"	PROKKA_00682
PROKKA_00686_antis	41.404794484813	2.13198906201385	0.546020973929061	3.90459188164965	9.43845284812119e-05	0.00929929617151428	rplK	"50S ribosomal protein L11"	PROKKA_00686
PROKKA_00687_antis	20.4669518282678	2.69362117258427	0.716978725116266	3.75690530028972	0.000172027557819416	0.0135115508368122	rplA	"50S ribosomal protein L1"	PROKKA_00687
PROKKA_00689_antis	64.4295358636903	1.9166711971836	0.503960845412702	3.80321450491655	0.000142830578322116	0.0124635610301521	rplJ	"50S ribosomal protein L10"	PROKKA_00689
PROKKA_00693_antis	48.4015057948281	2.29273554023774	0.478283257656422	4.79367718508922	1.63751698407471e-06	0.000279651511613648	rpoC	"DNA-directed RNA polymerase beta* chain"	PROKKA_00693
PROKKA_00698_antis	31.9335978888258	2.33914041221626	0.528884844687751	4.42277829609065	9.74397161833991e-06	0.00146828278209691	tufB_2	"elongation factor Tu"	PROKKA_00698
PROKKA_00703_antis	32.8860018800513	1.9982635826241	0.572761485141758	3.48882324398877	0.000485151841220785	0.0258916104151509	rplB	"50S ribosomal protein L2"	PROKKA_00703
PROKKA_00704_antis	130.738462447221	1.18989103876041	0.357315782796408	3.33008250978487	0.000868202527712453	0.0380405984636504	rpsS	"30S ribosomal protein S19"	PROKKA_00704
PROKKA_00710_antis	57.4979702285895	2.0036866955023	0.521652197402239	3.84103950003548	0.000122514396211371	0.0115815860954006	rplN	"50S ribosomal protein L14"	PROKKA_00710
PROKKA_00710_igtop	861.737482685075	-0.87439009266766	0.252766347819467	-3.4592820611238	0.00054161739405356	0.0273837478506685	rplN	"50S ribosomal protein L14"	PROKKA_00710
PROKKA_00711_antis	74.5429794232138	1.80686889709954	0.409346380586347	4.41403413537304	1.01461949963919e-05	0.00147119827447682	rplX	"50S ribosomal protein L24"	PROKKA_00711
PROKKA_00712_antis	76.9194062379365	1.75010578116114	0.410994999877955	4.25821672205461	2.06064128274562e-05	0.00259607020621312	rplE	"50S ribosomal protein L5"	PROKKA_00712
PROKKA_00717_antis	49.31101431341	1.7492022147618	0.488688550903369	3.57938038762787	0.000344409842735564	0.0205177491583164	rpsE	"30S ribosomal protein S5"	PROKKA_00717
PROKKA_00719_antis	17.0914750389459	2.40717811232426	0.627045793788091	3.83891916056414	0.000123577106027696	0.0115815860954006	rplO	"50S ribosomal protein L15"	PROKKA_00719
PROKKA_00727_igtop	271.640771617231	-1.03085242831813	0.285613113443951	-3.60926154926157	0.000307069888063445	0.0190309039497385	katA	"catalase"	PROKKA_00727
PROKKA_00839_igtop	50.5957288475476	1.5076059113797	0.402306002286263	3.74741093300157	0.000178669248078717	0.0138694259745954	n/a	"hypothetical protein"	PROKKA_00839
PROKKA_00852_sense	51.6026621295829	2.19734434578403	0.376299867527491	5.83934392595422	5.24067847646131e-09	2.11971653113711e-06	n/a	"Holin phage lambda"	PROKKA_00852
PROKKA_00853_sense	68.132774678916	1.97860511873118	0.37514258423441	5.27427490741716	1.33281991798295e-07	3.10385486960575e-05	n/a	"putative chitinase; lytic protein"	PROKKA_00853
PROKKA_00854_sense	38.6707371269516	2.45154645811148	0.421323730754141	5.81867642186539	5.93154327036691e-09	2.22826687726763e-06	n/a	"phage lysis regulatory protein LysB family"	PROKKA_00854
PROKKA_00855_igtop	16.1801123074602	1.98536594304748	0.56485678908264	3.51481292501029	0.000440063869710114	0.0241994058005584	n/a	"HNH endonuclease"	PROKKA_00855
PROKKA_00855_sense	195.707221480447	1.80365086941408	0.29526889157408	6.10850286259011	1.00570056469815e-09	5.52057774264662e-07	n/a	"HNH endonuclease"	PROKKA_00855
PROKKA_00856_igtop	12.5621557489335	2.57595405379798	0.679881902693966	3.78882574104563	0.000151361034423166	0.0125076295649681	n/a	"phage terminase small subunit"	PROKKA_00856
PROKKA_00856_sense	112.552364023551	1.96908730087443	0.315816798165034	6.234903628671	4.52056300480162e-10	3.15822969926368e-07	n/a	"phage terminase small subunit"	PROKKA_00856
PROKKA_00857_sense	550.058695060858	2.13162395085994	0.237724414404349	8.96678599966693	3.05292486939648e-19	1.64398027716396e-15	n/a	"terminase"	PROKKA_00857
PROKKA_00858_sense	272.577759456478	1.91711373170322	0.274550236945582	6.98274295091288	2.89471769933824e-12	3.17798650277349e-09	n/a	"HK97 family phage portal protein"	PROKKA_00858
PROKKA_00859_sense	200.057470874994	1.94489659016818	0.27034130272613	7.19422659636461	6.28158003384012e-13	9.65478851201226e-10	n/a	"HK97 family phage prohead protease"	PROKKA_00859
PROKKA_00860_igtop	19.3381620988396	2.10762896534141	0.577350398219818	3.65051963563201	0.000261710300070473	0.0174890752699268	n/a	"HK97 family phage major capsid protein"	PROKKA_00860
PROKKA_00860_sense	237.677352310966	2.27385009017623	0.286322111259554	7.94158048141436	1.99621116233932e-15	5.11362759419256e-12	n/a	"HK97 family phage major capsid protein"	PROKKA_00860
PROKKA_00861_sense	52.8376176526623	2.30789375521977	0.397020990739351	5.81302704152218	6.1353145765017e-09	2.22826687726763e-06	n/a	"HeH/LEM domain protein"	PROKKA_00861
PROKKA_00862_sense	87.1815105685474	1.84292152928009	0.333066035727954	5.53320162247159	3.14437668517708e-08	9.29405185599456e-06	n/a	"phage protein"	PROKKA_00862
PROKKA_00863_igtop	16.366588027827	2.11577954309858	0.581814382638903	3.63651983559112	0.000276346372312047	0.0181514689847699	n/a	"hypothetical protein"	PROKKA_00863
PROKKA_00863_sense	36.2572194877224	1.6226550773143	0.425484382622384	3.81366542130972	0.00013692080442522	0.0122505943518023	n/a	"hypothetical protein"	PROKKA_00863
PROKKA_00864_sense	76.6582176885711	1.78670484840157	0.322733748688946	5.53615745381377	3.09179639546955e-08	9.29405185599456e-06	n/a	"hypothetical protein"	PROKKA_00864
PROKKA_00865_sense	87.8833904217515	1.84477501416757	0.347426370162963	5.30983014703883	1.09727447394762e-07	2.71759804372209e-05	n/a	"hypothetical protein"	PROKKA_00865
PROKKA_00866_sense	119.162393750032	2.18844371228591	0.312640789622566	6.99986625202649	2.56206973265429e-12	3.17798650277349e-09	n/a	"hypothetical protein"	PROKKA_00866
PROKKA_00867_sense	60.7195126360159	1.99865254706413	0.349821449303265	5.71335048506836	1.10773201895413e-08	3.70126981115762e-06	n/a	"hypothetical protein"	PROKKA_00867
PROKKA_00868_sense	21.6314415144007	2.07480494184945	0.5250441306917	3.95167724114177	7.76053628086307e-05	0.00795196284245769	n/a	"hypothetical protein"	PROKKA_00868
PROKKA_00869_sense	25.1989934101197	1.74042845909163	0.472868748481684	3.68057408039737	0.000232709436965403	0.0161685152402926	n/a	"hypothetical protein"	PROKKA_00869
PROKKA_00870_sense	250.395985500392	2.01549430750274	0.255520240432368	7.88780686841991	3.07543214197803e-15	5.90867400277529e-12	n/a	"Putative tail length tape measure protein"	PROKKA_00870
PROKKA_00872_sense	119.581436674736	2.11208037763609	0.31146712234823	6.78107005873549	1.19289008693982e-11	1.14592003976656e-08	n/a	"hypothetical protein"	PROKKA_00872
PROKKA_00873_sense	44.5766014330702	2.03987364572836	0.404624947187528	5.04139366568259	4.62153634831834e-07	9.10679662482729e-05	n/a	"hypothetical protein"	PROKKA_00873
PROKKA_00874_sense	66.8893881359321	2.02316270016146	0.340367244501002	5.94405816907421	2.78050858309285e-09	1.25695343888638e-06	n/a	"hypothetical protein"	PROKKA_00874
PROKKA_00876_sense	218.362158604777	1.54592327966654	0.30149004385143	5.12760972109695	2.93443965455007e-07	6.09491047168035e-05	n/a	"hypothetical protein"	PROKKA_00876
PROKKA_00879_sense	55.4888200165065	1.64401804080751	0.37229950155245	4.41584808454518	1.0061472974222e-05	0.00147119827447682	n/a	"hypothetical protein"	PROKKA_00879
PROKKA_00881_sense	154.662586603582	1.33614520681511	0.277720637103743	4.8111124212782	1.50092559023846e-06	0.00026824681769727	n/a	"tail fiber protein"	PROKKA_00881
PROKKA_00882_sense	40.2798244721032	1.34053613037778	0.373080731104364	3.59315295220323	0.000326700684955693	0.0197692501093268	n/a	"hypothetical protein"	PROKKA_00882
PROKKA_00928_sense	96.0369609515335	1.78369973154432	0.411503298759708	4.33459400427768	1.46029377475848e-05	0.00196883467702086	n/a	"cytochrome b561"	PROKKA_00928
PROKKA_00965_igtop	50.1989094675244	-1.95286318624541	0.448356247124067	-4.35560605828923	1.32699245387624e-05	0.00182106018000695	ribB	"GTP cyclohydrolase II / 3-4-dihydroxy-2-butanone 4-phosphate synthase"	PROKKA_00965
PROKKA_01230_sense	62.141112089718	-2.07380109426378	0.39914905647395	-5.19555554655087	2.04109378122207e-07	4.35716825241433e-05	oprC	"Putative copper transport outer membrane porin OprC precursor"	PROKKA_01230
PROKKA_01367_antis	32.9063557149598	2.21704707623505	0.518952458196738	4.27215834748885	1.93590023307988e-05	0.00250873067822385	rpsB	"30S ribosomal protein S2"	PROKKA_01367
PROKKA_01407_igtop	225.098366612563	-1.29134786002926	0.312702676463042	-4.129634816803	3.63339894071035e-05	0.00410627512637633	recA_1	"RecA protein"	PROKKA_01407
PROKKA_01423_igtop	693.985955608332	-1.51643408112986	0.406849636278684	-3.72725927691658	0.000193573297653872	0.0145844195340197	rpmE2	"50S ribosomal protein L31"	PROKKA_01423
PROKKA_01501_igbot	60.5344614991438	1.38564355024896	0.394282713269619	3.51434010068159	0.000440847991161766	0.0241994058005584	bfd	"hypothetical protein"	PROKKA_01501
PROKKA_01501_sense	126.628344239796	2.22513281754634	0.436376649443859	5.09911064302402	3.41253045625361e-07	6.90139383060762e-05	bfd	"hypothetical protein"	PROKKA_01501
PROKKA_01752_sense	425.341318860937	1.08869963558405	0.254991612770422	4.2695507658295	1.95867066614744e-05	0.00250873067822385	fecA_2	"Fe(III) dicitrate transport protein FecA"	PROKKA_01752
PROKKA_01762_igtop	89.7062515749535	-1.0776747020173	0.327735731585054	-3.28824292915897	0.00100814807353523	0.0421066192669468	n/a	"hypothetical protein"	PROKKA_01762
PROKKA_01865_antis	260.539551264547	2.57677210599057	0.743905939800386	3.46384128439948	0.000532520608585961	0.0272440383143788	rpsA_1	"30S ribosomal protein S1"	PROKKA_01865
PROKKA_01865_igbot	41.4378360764949	1.5204873547996	0.448851059306762	3.38750978364171	0.000705302016279303	0.0332530429147635	rpsA_1	"30S ribosomal protein S1"	PROKKA_01865
PROKKA_01871_antis	845.624225688794	1.31501994889865	0.40054235756007	3.28309833923477	0.00102672842469166	0.0426508537500293	n/a	"hypothetical protein"	PROKKA_01871
PROKKA_01872_antis	902.665640936538	1.32174735919292	0.37195517906722	3.55351244875139	0.000380123206108499	0.0222995941904108	wbpM_1	"nucleotide sugar epimerase/dehydratase WbpM"	PROKKA_01872
PROKKA_01905_sense	25.5309582390006	-1.65915626448116	0.448667717653791	-3.69796220944388	0.000217337235203619	0.0154959322313677	ubiE_2	"ubiquinone biosynthesis methyltransferase UbiE"	PROKKA_01905
PROKKA_01935_sense	90.998549361183	-1.33186873397414	0.368080617408312	-3.61841583333549	0.000296411864802942	0.0190309039497385	fadH1_1	"2-4-dienoyl-CoA reductase FadH1"	PROKKA_01935
PROKKA_02024_igtop	208.937523830258	-1.20430066486925	0.34966407735863	-3.44416467933042	0.00057282668804332	0.0285855395948891	psrA_1	"transcriptional regulator PsrA"	PROKKA_02024
PROKKA_02061_antis	24.2856176909061	2.05332413613819	0.55670444347502	3.68835593141862	0.000225707766932832	0.0159134329254937	n/a	"metal-binding protein"	PROKKA_02061
PROKKA_02064_sense	502.278324920916	-0.791400357736666	0.245226225591503	-3.22722561923282	0.00124996857421436	0.0492615820145505	fabD_2	"malonyl-CoA-[acyl-carrier-protein] transacylase"	PROKKA_02064
PROKKA_02251_antis	20.0161893382934	2.45883081591223	0.729232695057996	3.37180550539726	0.000746771644034186	0.0342250452710815	oprI	"Outer membrane lipoprotein OprI precursor"	PROKKA_02251
PROKKA_02255_antis	60.2055040826057	1.77530486635324	0.506034384842811	3.50826923926266	0.000451032334665	0.0245479942060469	efp	"translation elongation factor P"	PROKKA_02255
PROKKA_02383_antis	64.9895548600304	1.9603009199521	0.481727379061498	4.06931597654085	4.71513648908631e-05	0.00517654627408976	thrS	"threonyl-tRNA synthetase"	PROKKA_02383
PROKKA_02385_igbot	35.4110852054077	3.48004302717771	0.987070468225111	3.52562774310867	0.000422480367605417	0.0236989899638513	rpmI	"50S ribosomal protein L35"	PROKKA_02385
PROKKA_02386_antis	36.6727441216113	1.89703651792307	0.523275925584696	3.62530822682769	0.000288617008711742	0.0187967941690656	rplT	"50S ribosomal protein L20"	PROKKA_02386
PROKKA_02460_sense	1203.9499023657	0.760350288719714	0.234538027822053	3.2419062093274	0.00118733090830731	0.0485353086720302	mvaU	"MvaU"	PROKKA_02460
PROKKA_02488_sense	358.001915918661	-0.907930865137356	0.278950554318012	-3.25480932402912	0.00113468519436548	0.0466313140037363	nuoE	"NADH dehydrogenase I chain E"	PROKKA_02488
PROKKA_02507_antis	22.4660003191711	1.90527572610037	0.563063669631484	3.38376604433978	0.000714988998249821	0.0333245497266152	clpS	"ATP-dependent Clp protease adaptor protein ClpS"	PROKKA_02507
