locus	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene	product	locusNumber
PROKKA_00087_igtop	858.164561218821	1.98461663483136	0.289306050232264	6.8599209495897	6.8898663311769e-12	1.94903718714639e-09	tssA1_1	"TssA1"	PROKKA_00087
PROKKA_00087_sense	294.974354059329	1.60120013338841	0.343693928806041	4.6587966768887	3.18063162153126e-06	0.000278494590194791	tssA1_1	"TssA1"	PROKKA_00087
PROKKA_00088_sense	225.91165787866	1.297523908839	0.365993940176067	3.54520598951667	0.000392306373399049	0.0122263278658899	tssB1_1	"TssB1"	PROKKA_00088
PROKKA_00089_sense	678.156614127769	1.72220183492842	0.323482167003018	5.32394675998432	1.01539636837999e-07	1.28762763610945e-05	tssC1	"TssC1"	PROKKA_00089
PROKKA_00090_igtop	44.9062396839232	1.40443535644272	0.403154889406376	3.48361236176665	0.000494695418908151	0.01440105305395	hcp1_1	"Hcp1"	PROKKA_00090
PROKKA_00090_sense	97.5979369778571	1.25956553886647	0.345696269489274	3.64356127049716	0.000268891606078772	0.00964730615955789	hcp1_1	"Hcp1"	PROKKA_00090
PROKKA_00092_sense	18.1886547106013	1.8848799846159	0.547062782082991	3.44545461023514	0.000570099703079472	0.0162307597231846	tssE1	"TssE1"	PROKKA_00092
PROKKA_00093_sense	23.7903519709606	1.87791345095832	0.555602713329043	3.37995730745499	0.000724970900169086	0.0193217802225275	tssF1_1	"TssF1"	PROKKA_00093
PROKKA_00094_sense	45.2197662349399	2.45128222493641	0.438670444970508	5.58798125800613	2.29724429708404e-08	3.37924636101063e-06	tssG1_1	"TssG1"	PROKKA_00094
PROKKA_00095_sense	82.1468350072782	1.44822352448261	0.358188201708184	4.04319158915926	5.27284998535196e-05	0.00263821847906555	clpV1_1	"ClpV1"	PROKKA_00095
PROKKA_00096_sense	55.4499164162365	1.64358980185452	0.37799407655173	4.34818930721945	1.37266099157055e-05	0.000869511327426223	vgrG1_1	"VgrG1"	PROKKA_00096
PROKKA_00104_sense	134.310215162561	1.2514014219217	0.352103315288906	3.55407452183433	0.000379311716246766	0.0119223832179272	n/a	"hypothetical protein"	PROKKA_00104
PROKKA_00206_igtop	48.1348612246508	2.6082434291796	0.574301646733029	4.54159141631727	5.58311665805986e-06	0.000414786091111417	n/a	"putative esterase"	PROKKA_00206
PROKKA_00270_igbot	278.722154520336	-1.14781674550324	0.347526676619237	-3.30281622311495	0.000957190965468144	0.0237287327327807	n/a	"tRNA-Arg"	PROKKA_00270
PROKKA_00271_sense	71.855484691104	-1.05089214446864	0.345735288639173	-3.03958600409288	0.00236903551561651	0.0435606405433986	gabD_1	"succinate-semialdehyde dehydrogenase"	PROKKA_00271
